HTTP,path,controller,javaMethod,출처,선언파일,line
PUT,/arms/report/mail-receiver/updateNode.do,ReceiverController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/report/mail-receiver-log/addNode.do,ReceiverLogController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/report/mail-receiver-log/alterNode.do,ReceiverLogController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/report/mail-receiver-log/alterNodeType.do,ReceiverLogController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/report/mail-receiver-log/analyzeNode.do,ReceiverLogController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/report/mail-receiver-log/getChildNode.do,ReceiverLogController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/report/mail-receiver-log/getMonitor.do,ReceiverLogController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/report/mail-receiver-log/getNode.do,ReceiverLogController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/report/mail-receiver-log/getNodesWithoutRoot.do,ReceiverLogController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/report/mail-receiver-log/getPaginatedChildNode.do,ReceiverLogController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
POST,/arms/report/mail-receiver-log/moveNode.do,ReceiverLogController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/report/mail-receiver-log/removeNode.do,ReceiverLogController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/report/mail-receiver-log/searchNode.do,ReceiverLogController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/report/mail-receiver-log/send-message,ReceiverLogController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/report/mail-receiver-log/updateNode.do,ReceiverLogController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/export/reports/export/ppt,ReportExportController,exportToPpt,자체,com/arms/api/report/export_service/controller/ReportExportController.java,84
POST,/arms/export/reports/export/ppt/metadata,ReportExportController,exportPptMetadata,자체,com/arms/api/report/export_service/controller/ReportExportController.java,101
GET,/arms/export/reports/health,ReportExportController,healthCheck,자체,com/arms/api/report/export_service/controller/ReportExportController.java,70
POST,/arms/export/reports/simple-report,ReportExportController,createSimpleReport,자체,com/arms/api/report/export_service/controller/ReportExportController.java,133
POST,/arms/export/reports/simple-report-v2,ReportExportController,createSimpleReportV2,자체,com/arms/api/report/export_service/controller/ReportExportController.java,194
POST,/arms/export/reports/weekly-report,ReportExportController,createWeeklyReport,자체,com/arms/api/report/export_service/controller/ReportExportController.java,314
POST,/arms/reqAdd/addNode.do,ReqAddController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/reqAdd/alterNode.do,ReqAddController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/reqAdd/alterNodeType.do,ReqAddController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/reqAdd/analyzeNode.do,ReqAddController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/reqAdd/excel-upload/req-def/pd-service-id/{pdServiceId},ReqAddController,getUploadReqDefData,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,567
POST,/arms/reqAdd/excel-upload/req-def/pd-service-id/{pdServiceId},ReqAddController,uploadReqDefData,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,540
GET,/arms/reqAdd/excel-upload/req-def/pd-service-id/{pdServiceId}/download,ReqAddController,downloadReqDefExcelFile,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,575
GET,/arms/reqAdd/excel-upload/server-data/pd-service-id/{pdServiceId},ReqAddController,getUploadServerData,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,501
POST,/arms/reqAdd/excel-upload/server-data/pd-service-id/{pdServiceId},ReqAddController,uploadServerData,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,474
GET,/arms/reqAdd/excel-upload/server-data/pd-service-id/{pdServiceId}/download,ReqAddController,downloadExcelFile,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,512
GET,/arms/reqAdd/getChildNode.do,ReqAddController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/reqAdd/getFilesByNode.do,ReqAddController,getFilesByNode,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,447
GET,/arms/reqAdd/getMonitor.do,ReqAddController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/reqAdd/getNode.do,ReqAddController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/reqAdd/getNodesWithoutRoot.do,ReqAddController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/reqAdd/getPaginatedChildNode.do,ReqAddController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
POST,/arms/reqAdd/getRequirementAssignee,ReqAddController,getRequirementAssignee,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,688
POST,/arms/reqAdd/moveNode.do,ReqAddController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/reqAdd/removeNode.do,ReqAddController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
POST,/arms/reqAdd/sample/excel-to-list,ReqAddController,excelUpload,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,460
GET,/arms/reqAdd/searchNode.do,ReqAddController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/reqAdd/send-message,ReqAddController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/reqAdd/updateNode.do,ReqAddController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/reqAdd/uploadFileToNode.do,ReqAddController,uploadFileToNode,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,430
POST,/arms/reqAdd/{changeReqTableName}/addNodeAndThenSkipToCreateAlmIssueFromKafka.do,ReqAddController,addNodeAndThenSkipToCreateAlmIssueFromKafka,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,725
POST,/arms/reqAdd/{changeReqTableName}/addNodeFromKafka.do,ReqAddController,addNodeFromKafka,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,697
GET,/arms/reqAdd/{changeReqTableName}/getChildNode.do,ReqAddController,getSwitchDBChildNode,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,257
GET,/arms/reqAdd/{changeReqTableName}/getChildNodeWithParent.do,ReqAddController,getSwitchDBChildNodeWithParent,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,284
GET,/arms/reqAdd/{changeReqTableName}/getDetail.do,ReqAddController,followReqLink,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,603
GET,/arms/reqAdd/{changeReqTableName}/getMonitor.do,ReqAddController,getMonitor,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,153
GET,/arms/reqAdd/{changeReqTableName}/getNode.do,ReqAddController,getSwitchDBNode,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,315
GET,/arms/reqAdd/{changeReqTableName}/getNodeDetail.do,ReqAddController,loadReqNode,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,611
GET,/arms/reqAdd/{changeReqTableName}/getNodesWhereInIds.do,ReqAddController,getNodesWhereInIds,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,650
GET,/arms/reqAdd/{changeReqTableName}/getNodesWithoutRoot.do,ReqAddController,getNodesWithoutRoot,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,175
GET,/arms/reqAdd/{changeReqTableName}/getReqAddByParentAndTitle.do,ReqAddController,getReqAddByParentAndTitle,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,406
GET,/arms/reqAdd/{changeReqTableName}/getReqAddByReqDefId.do,ReqAddController,getReqAddByReqDefId,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,419
GET,/arms/reqAdd/{changeReqTableName}/getReqAddListByFilter,ReqAddController,getReqAddListByFilter,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,341
GET,/arms/reqAdd/{changeReqTableName}/getReqNodesWithoutRoot.do,ReqAddController,getReqNodesWithoutRoot,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,210
GET,/arms/reqAdd/{changeReqTableName}/getSwotReqNodesWithoutRoot.do,ReqAddController,getSwotReqNodesWithoutRoot,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,233
PUT,/arms/reqAdd/{changeReqTableName}/moveNodeFromKafka.do,ReqAddController,moveNodeFromKafka,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,915
POST,/arms/reqAdd/{changeReqTableName}/pruneEmptyFoldersFromUpload.do,ReqAddController,pruneEmptyFoldersFromUpload,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,386
DELETE,/arms/reqAdd/{changeReqTableName}/removeNodeFromKafka.do,ReqAddController,removeNodeFromKafka,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,880
PUT,/arms/reqAdd/{changeReqTableName}/updateAllReqAddStateFromKafka.do,ReqAddController,updateAllReqAddStateFromKafka,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,1094
PUT,/arms/reqAdd/{changeReqTableName}/updateDataBaseFromKafka.do,ReqAddController,updateDataBaseFromKafka,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,947
PUT,/arms/reqAdd/{changeReqTableName}/updateDateFromKafka.do,ReqAddController,updateDateFromKafka,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,999
PUT,/arms/reqAdd/{changeReqTableName}/updateNodeFromKafka.do,ReqAddController,updateNodeFromKafka,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,753
PUT,/arms/reqAdd/{changeReqTableName}/updateReqAddTitleFromKafka.do,ReqAddController,updateReqAddTitleFromKafka,자체,com/arms/api/requirement/reqadd/controller/ReqAddController.java,1046
POST,/arms/reqAddLog/addNode.do,ReqAddLogController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/reqAddLog/alterNode.do,ReqAddLogController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/reqAddLog/alterNodeType.do,ReqAddLogController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/reqAddLog/analyzeNode.do,ReqAddLogController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/reqAddLog/getChildNode.do,ReqAddLogController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/reqAddLog/getMonitor.do,ReqAddLogController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/reqAddLog/getNode.do,ReqAddLogController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/reqAddLog/getNodesWithoutRoot.do,ReqAddLogController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/reqAddLog/getPaginatedChildNode.do,ReqAddLogController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
POST,/arms/reqAddLog/moveNode.do,ReqAddLogController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/reqAddLog/removeNode.do,ReqAddLogController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/reqAddLog/searchNode.do,ReqAddLogController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/reqAddLog/send-message,ReqAddLogController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/reqAddLog/updateNode.do,ReqAddLogController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/reqAddPure/addNode.do,ReqAddPureController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/reqAddPure/alterNode.do,ReqAddPureController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/reqAddPure/alterNodeType.do,ReqAddPureController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/reqAddPure/analyzeNode.do,ReqAddPureController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/reqAddPure/getChildNode.do,ReqAddPureController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/reqAddPure/getFilesByNode.do,ReqAddPureController,getFilesByNode,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,292
GET,/arms/reqAddPure/getMonitor.do,ReqAddPureController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/reqAddPure/getNode.do,ReqAddPureController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/reqAddPure/getNodesWithoutRoot.do,ReqAddPureController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/reqAddPure/getPaginatedChildNode.do,ReqAddPureController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
POST,/arms/reqAddPure/moveNode.do,ReqAddPureController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/reqAddPure/removeNode.do,ReqAddPureController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
POST,/arms/reqAddPure/sample/excel-to-list,ReqAddPureController,excelUpload,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,305
GET,/arms/reqAddPure/searchNode.do,ReqAddPureController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/reqAddPure/send-message,ReqAddPureController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/reqAddPure/updateNode.do,ReqAddPureController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/reqAddPure/uploadFileToNode.do,ReqAddPureController,uploadFileToNode,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,275
GET,/arms/reqAddPure/{changeReqTableName}/getChildNode.do,ReqAddPureController,getSwitchDBChildNode,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,94
GET,/arms/reqAddPure/{changeReqTableName}/getChildNodeWithParent.do,ReqAddPureController,getSwitchDBChildNodeWithParent,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,124
GET,/arms/reqAddPure/{changeReqTableName}/getMonitor.do,ReqAddPureController,getMonitor,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,70
GET,/arms/reqAddPure/{changeReqTableName}/getNode.do,ReqAddPureController,getSwitchDBNode,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,159
GET,/arms/reqAddPure/{changeReqTableName}/getReqAddListByFilter,ReqAddPureController,getReqAddListByFilter,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,189
POST,/arms/reqAddPure/{changeReqTableName}/moveNode.do,ReqAddPureController,moveReqNode,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,251
POST,/arms/reqAddPure/{changeReqTableName}/removeNode.do,ReqAddPureController,removeReqNode,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,227
PUT,/arms/reqAddPure/{changeReqTableName}/updateDrawDBContents.do,ReqAddPureController,updateDrawDBContents,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,342
POST,/arms/reqAddPure/{changeReqTableName}/updateDrawIOContents.do,ReqAddPureController,updateDrawIOContents,자체,com/arms/api/requirement/reqadd_pure/controller/ReqAddPureController.java,319
POST,/arms/reqAddStatePure/addNode.do,ReqAddStatePureController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/reqAddStatePure/alterNode.do,ReqAddStatePureController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/reqAddStatePure/alterNodeType.do,ReqAddStatePureController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/reqAddStatePure/analyzeNode.do,ReqAddStatePureController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/reqAddStatePure/getChildNode.do,ReqAddStatePureController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/reqAddStatePure/getMonitor.do,ReqAddStatePureController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/reqAddStatePure/getNode.do,ReqAddStatePureController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/reqAddStatePure/getNodesWithoutRoot.do,ReqAddStatePureController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/reqAddStatePure/getPaginatedChildNode.do,ReqAddStatePureController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
POST,/arms/reqAddStatePure/moveNode.do,ReqAddStatePureController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/reqAddStatePure/removeNode.do,ReqAddStatePureController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/reqAddStatePure/searchNode.do,ReqAddStatePureController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/reqAddStatePure/send-message,ReqAddStatePureController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/reqAddStatePure/updateNode.do,ReqAddStatePureController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
GET,/arms/reqAddStatePure/{changeReqTableName}/assigneeTrace,ReqAddStatePureController,assigneeTrace,자체,com/arms/api/requirement/reqadd_state_pure/controller/ReqAddStatePureController.java,189
GET,/arms/reqAddStatePure/{changeReqTableName}/calculateProgress.do,ReqAddStatePureController,calculateProgress,자체,com/arms/api/requirement/reqadd_state_pure/controller/ReqAddStatePureController.java,73
GET,/arms/reqAddStatePure/{changeReqTableName}/monthlyProgressRate,ReqAddStatePureController,monthlyProgressRate,자체,com/arms/api/requirement/reqadd_state_pure/controller/ReqAddStatePureController.java,149
GET,/arms/reqAddStatePure/{changeReqTableName}/monthlyWorkload,ReqAddStatePureController,monthlyWorkload,자체,com/arms/api/requirement/reqadd_state_pure/controller/ReqAddStatePureController.java,129
GET,/arms/reqAddStatePure/{changeReqTableName}/progressDataByAssignee,ReqAddStatePureController,progressDataByAssignee,자체,com/arms/api/requirement/reqadd_state_pure/controller/ReqAddStatePureController.java,179
GET,/arms/reqAddStatePure/{changeReqTableName}/reportReqStatus,ReqAddStatePureController,reportReqStatus,자체,com/arms/api/requirement/reqadd_state_pure/controller/ReqAddStatePureController.java,91
GET,/arms/reqAddStatePure/{changeReqTableName}/reqProgress.do,ReqAddStatePureController,reqProgress,자체,com/arms/api/requirement/reqadd_state_pure/controller/ReqAddStatePureController.java,52
GET,/arms/reqAddStatePure/{changeReqTableName}/weeklyProgressRate,ReqAddStatePureController,weeklyProgressRate,자체,com/arms/api/requirement/reqadd_state_pure/controller/ReqAddStatePureController.java,159
GET,/arms/reqAddStatePure/{changeReqTableName}/weeklyReportReqStatus,ReqAddStatePureController,weeklyReportReqStatus,자체,com/arms/api/requirement/reqadd_state_pure/controller/ReqAddStatePureController.java,109
GET,/arms/reqAddStatePure/{changeReqTableName}/weeklyWorkload,ReqAddStatePureController,weeklyWorkload,자체,com/arms/api/requirement/reqadd_state_pure/controller/ReqAddStatePureController.java,139
GET,/arms/reqAddStatePure/{changeReqTableName}/workloadByAssignee,ReqAddStatePureController,workloadByAssignee,자체,com/arms/api/requirement/reqadd_state_pure/controller/ReqAddStatePureController.java,169
POST,/arms/reqComment/addNode.do,ReqCommentController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
POST,/arms/reqComment/addReqComment.do,ReqCommentController,addReqComment,자체,com/arms/api/requirement/reqcomment/controller/ReqCommentController.java,183
PUT,/arms/reqComment/alterNode.do,ReqCommentController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/reqComment/alterNodeType.do,ReqCommentController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/reqComment/analyzeNode.do,ReqCommentController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/reqComment/getChildNode.do,ReqCommentController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/reqComment/getMonitor.do,ReqCommentController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/reqComment/getNode.do,ReqCommentController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/reqComment/getNodesWithoutRoot.do,ReqCommentController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/reqComment/getPaginatedChildNode.do,ReqCommentController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
GET,/arms/reqComment/getReqCommentChildNode.do,ReqCommentController,getReqCommentChildNode,자체,com/arms/api/requirement/reqcomment/controller/ReqCommentController.java,106
GET,/arms/reqComment/getReqCommentList.do,ReqCommentController,getReqCommentList,자체,com/arms/api/requirement/reqcomment/controller/ReqCommentController.java,67
GET,/arms/reqComment/getReqCommentPagingByPdService.do,ReqCommentController,getReqCommentPagingByPdService,자체,com/arms/api/requirement/reqcomment/controller/ReqCommentController.java,129
GET,/arms/reqComment/getTotalCountReqComment.do,ReqCommentController,getTotalCountReqComment,자체,com/arms/api/requirement/reqcomment/controller/ReqCommentController.java,158
GET,/arms/reqComment/getUserReqCommentList.do,ReqCommentController,getUserReqCommentList,자체,com/arms/api/requirement/reqcomment/controller/ReqCommentController.java,87
POST,/arms/reqComment/moveNode.do,ReqCommentController,moveNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,264
DELETE,/arms/reqComment/removeNode.do,ReqCommentController,removeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,191
GET,/arms/reqComment/searchNode.do,ReqCommentController,searchNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,155
GET,/arms/reqComment/send-message,ReqCommentController,sendMessage,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,309
PUT,/arms/reqComment/updateNode.do,ReqCommentController,updateNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,217
POST,/arms/reqCommentLog/addNode.do,ReqCommentLogController,addNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,176
PUT,/arms/reqCommentLog/alterNode.do,ReqCommentLogController,alterNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,230
PUT,/arms/reqCommentLog/alterNodeType.do,ReqCommentLogController,alterNodeType,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,249
GET,/arms/reqCommentLog/analyzeNode.do,ReqCommentLogController,analyzeNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,280
GET,/arms/reqCommentLog/getChildNode.do,ReqCommentLogController,getChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,85
GET,/arms/reqCommentLog/getMonitor.do,ReqCommentLogController,getMonitor,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,293
GET,/arms/reqCommentLog/getNode.do,ReqCommentLogController,getNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,65
GET,/arms/reqCommentLog/getNodesWithoutRoot.do,ReqCommentLogController,getNodesWithoutRoot,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,108
GET,/arms/reqCommentLog/getPaginatedChildNode.do,ReqCommentLogController,getPaginatedChildNode,상속(TreeAbstractController),com/arms/egovframework/javaservice/treeframework/controller/TreeAbstractController.java,131
