menuname,page,menusource,area,provider,jsfile,line,httpMethod,apiurl,callPattern,note
SWOT Report,reportSWOT,네비게이션,arms,상속(TreeAbstractController),arms/js/reportSWOT.js,269,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getNode.do?c_id={requestedId},$.ajax,
SWOT Report,reportSWOT,네비게이션,arms,일반 호출,arms/js/reportSWOT.js,546,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{serviceId}/updateDataBase.do,$.ajax,
SWOT Report,reportSWOT,네비게이션,arms,일반 호출,arms/js/reportSWOT/reqAddList.js,92,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
SWOT Report,reportSWOT,네비게이션,arms,일반 호출,arms/js/reportSWOT/reqAddList.js,126,GET,/auth-user/api/arms/pdService/getVersionList?c_id={selected_pdService},$.ajax,
SWOT Report,reportSWOT,네비게이션,arms,일반 호출,arms/js/reportSWOT/reqAddList.js,234,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getSwotReqNodesWithoutRoot.do,$.ajax,
SWOT Report,reportSWOT,네비게이션,arms,상속(TreeAbstractController),arms/js/reportSWOT/reqAddList.js,253,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getChildNode.do,jstree(json_data.ajax) via jsTreeBuild(arg1),common.js:1326 jsTreeBuild 경유
SWOT Report,reportSWOT,네비게이션,arms,상속(TreeAbstractController),arms/js/reportSWOT/reqAddList.js,253,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/addNode.do,$.post via jsTreeBuild(arg2),common.js:1451 jsTreeBuild 경유
SWOT Report,reportSWOT,네비게이션,arms,상속(TreeAbstractController),arms/js/reportSWOT/reqAddList.js,253,PUT,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/alterNode.do,$.ajax via jsTreeBuild(arg2),common.js:1487 jsTreeBuild 경유
SWOT Report,reportSWOT,네비게이션,arms,상속(TreeAbstractController),arms/js/reportSWOT/reqAddList.js,253,PUT,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/alterNodeType.do,$.ajax via jsTreeBuild(arg2),common.js:1506 jsTreeBuild 경유
SWOT Report,reportSWOT,네비게이션,arms,상속(TreeAbstractController),arms/js/reportSWOT/reqAddList.js,253,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/moveNode.do,$.ajax via jsTreeBuild(arg2),common.js:1524 jsTreeBuild 경유
SWOT Report,reportSWOT,네비게이션,arms,상속(TreeAbstractController),arms/js/reportSWOT/reqAddList.js,253,DELETE,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/removeNode.do,$.ajax via jsTreeBuild(arg2),common.js:1472 jsTreeBuild 경유
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly.js,151,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly.js,237,GET,/auth-user/api/arms/pdService/versions-with-date?c_id={selected_pdService},$.ajax,
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly.js,815,GET,/auth-user/api/arms/report/weekly/pdf?pdServiceId={pdServiceId}&versionId={versionId}&week={weekValue},$.ajax,
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly.js,916,GET,/auth-user/api/arms/report-template/upload,fileupload(url),
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly.js,964,GET,/auth-user/user-info,$.ajax,
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly/reportWeeklyApi.js,82,POST,/auth-user/api/arms/report/weekly/resource,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly/reportWeeklyApi.js,82,POST,/auth-user/api/arms/report/weekly/scope,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly/reportWeeklyApi.js,82,POST,/auth-user/api/arms/report/weekly/time,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly/reportWeeklyApi.js,114,POST,/auth-user/api/arms/report/weekly/export/pdf,$.ajax,
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly/reportWeeklyApi.js,181,POST,/auth-user/api/arms/report/weekly/export,$.ajax,
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly/reportWeeklyApi.js,243,POST,/auth-user/api/arms/report/weekly/business-report/export,$.ajax,
Report > Weekly,reportWeekly,content-header,arms,일반 호출,arms/js/reportWeekly/reportWeeklyApi.js,313,POST,/auth-user/api/arms/report/weekly/collaborate-kpi/export,$.ajax,
요구 관리,reqAdd,네비게이션,arms,일반 호출,arms/js/reqAdd.js,181,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
요구 관리,reqAdd,네비게이션,arms,일반 호출,arms/js/reqAdd.js,297,GET,/auth-user/api/arms/pdService/getVersionList?c_id={selected_pdService},$.ajax,
요구 관리,reqAdd,네비게이션,arms,일반 호출,arms/js/reqAdd.js,361,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getReqAddListByFilter?c_req_pdservice_versionset_link={result_cids},$.ajax,
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,427,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getChildNode.do,jstree(json_data.ajax) via jsTreeBuild(arg1),common.js:1326 jsTreeBuild 경유
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,427,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/addNode.do,$.post via jsTreeBuild(arg2),common.js:1451 jsTreeBuild 경유
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,427,PUT,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/alterNode.do,$.ajax via jsTreeBuild(arg2),common.js:1487 jsTreeBuild 경유
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,427,PUT,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/alterNodeType.do,$.ajax via jsTreeBuild(arg2),common.js:1506 jsTreeBuild 경유
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,427,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/moveNode.do,$.ajax via jsTreeBuild(arg2),common.js:1524 jsTreeBuild 경유
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,427,DELETE,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/removeNode.do,$.ajax via jsTreeBuild(arg2),common.js:1472 jsTreeBuild 경유
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,565,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getMonitor.do,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,580,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getNode.do?c_id={selectId},$.ajax,
요구 관리,reqAdd,네비게이션,arms,일반 호출,arms/js/reqAdd.js,602,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getChildNodeWithParent.do,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
요구 관리,reqAdd,네비게이션,arms,일반 호출,arms/js/reqAdd.js,633,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getChildNodeWithParent.do?c_id={selectId},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,675,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getNode.do?c_id={selectedJsTreeId},$.ajax,
요구 관리,reqAdd,네비게이션,arms,일반 호출,arms/js/reqAdd.js,1131,GET,/auth-user/search-user/{term},select2(ajax),
요구 관리,reqAdd,네비게이션,arms,일반 호출,arms/js/reqAdd.js,1268,GET,/auth-user/api/arms/pdService/getNodeWithVersionOrderByCidDesc?c_id={selected_pdService},$.ajax,
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,1607,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/addNode.do,$.ajax,
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,1756,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/updateNode.do,$.ajax,
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,1806,DELETE,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/removeNode.do,$.ajax,
요구 관리,reqAdd,네비게이션,arms,일반 호출,arms/js/reqAdd.js,1945,POST,/auth-user/api/arms/reqAdd/getRequirementAssignee,$.ajax,
요구 관리,reqAdd,네비게이션,arms,일반 호출,arms/js/reqAdd.js,1969,GET,/auth-user/api/arms/pdService/getVersionList?c_id={id},$.ajax,
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,1987,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{id}/getMonitor.do,$.ajax,
요구 관리,reqAdd,네비게이션,arms,상속(TreeAbstractController),arms/js/reqAdd.js,2003,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{id}/updateNode.do,$.ajax,
요구 관리,reqAdd,네비게이션,arms,일반 호출,arms/js/reqAdd.js,2022,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{id}/updateDataBase.do,$.ajax,
요구 관리 - Excel Upload,reqAddExcelUpload,네비게이션,arms,일반 호출,arms/js/reqAddExcelUpload.js,205,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
요구 관리 - Excel Upload,reqAddExcelUpload,네비게이션,arms,일반 호출,arms/js/reqAddExcelUpload.js,236,POST,/auth-user/api/arms/reqAdd/excel-upload/server-data/pd-service-id/{pdServiceIdForRequest},$.ajax,
요구 관리 - Excel Upload,reqAddExcelUpload,네비게이션,arms,일반 호출,arms/js/reqAddExcelUpload.js,310,GET,/auth-user/api/arms/reqAdd/excel-upload/server-data/pd-service-id/{pdServiceId},$.ajax,
요구 관리 - Excel Upload,reqAddExcelUpload,네비게이션,arms,일반 호출,arms/js/reqAddExcelUpload.js,579,HEAD,/auth-user/api/arms/reqAdd/excel-upload/server-data/pd-service-id/{selectPdServiceId}/download,$.ajax,
요구 관리 - Excel Upload,reqAddExcelUpload,네비게이션,arms,일반 호출,arms/js/reqAddExcelUpload.js,672,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
요구 관리 - Excel Upload,reqAddExcelUpload,네비게이션,arms,일반 호출,arms/js/reqAddExcelUpload.js,704,POST,/auth-user/api/arms/reqAdd/excel-upload/req-def/pd-service-id/{pdServiceIdForRequest},$.ajax,
요구 관리 - Excel Upload,reqAddExcelUpload,네비게이션,arms,일반 호출,arms/js/reqAddExcelUpload.js,764,GET,/auth-user/api/arms/reqAdd/excel-upload/req-def/pd-service-id/{pdServiceId},$.ajax,
요구 관리 - Excel Upload,reqAddExcelUpload,네비게이션,arms,일반 호출,arms/js/reqAddExcelUpload.js,1036,HEAD,/auth-user/api/arms/reqAdd/excel-upload/req-def/pd-service-id/{reqDefSelectPdServiceId}/download,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,226,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,305,GET,/auth-user/api/arms/pdService/getVersionList?c_id={selected_pdService},$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,408,GET,/auth-user/api/arms/reqAddStatePure/T_ARMS_REQADD_{selectId}/monthlyProgressRate,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,1011,GET,/auth-user/api/arms/reqAddStatePure/T_ARMS_REQADD_{selectId}/weeklyProgressRate,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,1102,GET,/auth-user/api/arms/reqAddStatePure/T_ARMS_REQADD_{selectId}/monthlyWorkload,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,1191,GET,/auth-user/api/arms/reqAddStatePure/T_ARMS_REQADD_{selectId}/weeklyWorkload,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,1289,GET,/auth-user/api/arms/reqAddStatePure/T_ARMS_REQADD_{selectId}/workloadByAssignee,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,1337,GET,/auth-user/api/arms/reqAddStatePure/T_ARMS_REQADD_{selectId}/assigneeTrace,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,1506,GET,/auth-user/api/arms/reqAddStatePure/T_ARMS_REQADD_{selectId}/progressDataByAssignee,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,상속(TreeAbstractController),arms/js/reqGantt.js,1548,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getNode.do?c_id={selectedId},$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,1574,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getChildNodeWithParent.do,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,1617,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getChildNodeWithParent.do?c_id={selectedId},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
간트 차트 - Gantt,reqGantt,네비게이션,arms,상속(TreeAbstractController),arms/js/reqGantt.js,1659,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getNode.do?c_id={selectedId},$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,1965,GET,/auth-user/search-user/{term},select2(ajax),
간트 차트 - Gantt,reqGantt,네비게이션,arms,상속(TreeAbstractController),arms/js/reqGantt.js,2230,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/addNode.do,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,상속(TreeAbstractController),arms/js/reqGantt.js,2378,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/updateNode.do,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,2415,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selected_pdService}/getHistory.do,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,상속(TreeAbstractController),arms/js/reqGantt.js,2785,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/moveNode.do,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,2807,GET,/auth-user/api/arms/reqAddStatePure/T_ARMS_REQADD_{selectId}/reqProgress.do,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,2824,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selected_pdService}/updateDate.do,$.ajax,
간트 차트 - Gantt,reqGantt,네비게이션,arms,일반 호출,arms/js/reqGantt.js,3187,GET,/auth-user/api/arms/report/portfolio-track-record/T_ARMS_REQADD_{selectId}/project-progress,$.ajax,
칸반 보드 - Kanban,reqKanban,네비게이션,arms,일반 호출,arms/js/reqKanban.js,126,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
칸반 보드 - Kanban,reqKanban,네비게이션,arms,일반 호출,arms/js/reqKanban.js,212,GET,/auth-user/api/arms/pdService/getVersionList?c_id={selectedPdServiceId},$.ajax,
칸반 보드 - Kanban,reqKanban,네비게이션,arms,일반 호출,arms/js/reqKanban.js,253,GET,/auth-user/api/arms/reqAdd/T_ARMS_REQADD_{selectedPdServiceId}/getReqAddListByFilter?c_req_pdservice_versionset_link={selectedVersionId}&c_type=default,$.ajax,
칸반 보드 - Kanban,reqKanban,네비게이션,arms,일반 호출,arms/js/reqKanban.js,359,POST,/auth-user/api/arms/reqAdd/sync/T_ARMS_REQADD_{selectedPdServiceId}/updateDataBase.do,$.ajax,
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,167,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,295,GET,/auth-user/api/arms/report/full-data/excel-data-down-v2,$.ajax,
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,340,GET,/auth-user/api/arms/reqStatus/T_ARMS_REQSTATUS_{pdServiceId}/req-status-dashboard,$.ajax,
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,459,GET,/auth-user/api/arms/reqStatus/T_ARMS_REQSTATUS_{pdservice_id}/getStatistics.do?version={pdservice_version_id},$.ajax,
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,520,GET,/auth-user/api/arms/pdService/getVersionList?c_id={selected_pdService},$.ajax,
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,592,GET,/auth-user/api/arms/reqStatus/T_ARMS_REQSTATUS_{pdServiceId}/issue-list-by-updated,$.ajax,
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,612,GET,/auth-user/api/arms/reqStatus/issueListByOverallUpdatedDate,$.ajax,
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,1869,GET,/auth-user/api/arms/reqStatus/T_ARMS_REQSTATUS_{selectedPdServiceId}/reqIssues-created-together.do?pdServiceVersions={pdServiceVersions}&cReqLink={cReqLink},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,1869,GET,/auth-user/api/arms/reqStatus/T_ARMS_REQSTATUS_{selected_pdService}/deletedIssueList?pdServiceVersionLinks={selectedVersionId},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,2072,GET,/auth-user/api/arms/reqStatus/T_ARMS_REQSTATUS_{selectedPdServiceId}/reqIssues-created-together.do?pdServiceVersions={pdServiceVersions}&cReqLink={cReqLink},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,2072,GET,/auth-user/api/arms/reqStatus/T_ARMS_REQSTATUS_{selected_pdService}/deletedIssueList?pdServiceVersionLinks={selectedVersionId},(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,2116,PUT,/auth-user/api/arms/reqStatus/deleteWithdrawal.do,$.ajax,
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,2141,GET,/auth-user/api/arms/jiraServerPure/serverTypeMap.do,$.ajax,
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus.js,2764,POST,/auth-user/api/arms/reqStatus/subtasks-and-linked-issues,$.ajax,
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus/batchManualControlApi.js,42,GET,/auth-admin/yml/schedule/cache-status-mapping-data,$.ajax,base_url+batch_url_list[5]
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus/batchManualControlApi.js,42,GET,/auth-admin/yml/schedule/increment/sequentially_issue_es_store,$.ajax,base_url+batch_url_list[2]; batch_num==3 이면 /withDateRange?startDate={date_timepicker_start}&endDate={date_timepicker_end} 가 덧붙음
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus/batchManualControlApi.js,42,GET,/auth-admin/yml/schedule/issue_es_load,$.ajax,base_url+batch_url_list[3]
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus/batchManualControlApi.js,42,GET,/auth-admin/yml/schedule/retry-failed-req-status-creation-to-elasticsearch,$.ajax,base_url+batch_url_list[4]
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus/batchManualControlApi.js,42,GET,/auth-admin/yml/schedule/sequentially_issue_es_store,$.ajax,base_url+batch_url_list[1]
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus/batchManualControlApi.js,42,GET,/auth-admin/yml/schedule/server_info_backup,$.ajax,base_url+batch_url_list[0]
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus/batchManualControlApi.js,42,GET,/auth-admin/yml/schedule/sync-atlassian-directory-users,$.ajax,base_url+batch_url_list[7]
현황 관리 - List,reqStatus,네비게이션,arms,일반 호출,arms/js/reqStatus/batchManualControlApi.js,42,GET,/auth-admin/yml/schedule/update-arms-state-category,$.ajax,base_url+batch_url_list[6]
현황 관리 - Calendar,reqStatusCalendar,네비게이션,arms,일반 호출,arms/js/reqStatusCalendar.js,148,GET,/auth-user/api/arms/pdServicePure/getPdServiceMonitor.do,$.ajax,
현황 관리 - Calendar,reqStatusCalendar,네비게이션,arms,일반 호출,arms/js/reqStatusCalendar.js,189,GET,/auth-user/api/arms/pdService/versions-with-date?c_id={selected_pdService},$.ajax,
현황 관리 - Calendar,reqStatusCalendar,네비게이션,arms,일반 호출,arms/js/reqStatusCalendar.js,363,GET,/auth-user/api/arms/jiraProjectPure/getJiraProjects.do,$.ajax,
현황 관리 - Calendar,reqStatusCalendar,네비게이션,arms,일반 호출,arms/js/reqStatusCalendar.js,404,GET,/auth-user/api/arms/report/full-data/assignee-list,$.ajax,
현황 관리 - Calendar,reqStatusCalendar,네비게이션,arms,일반 호출,arms/js/reqStatusCalendar.js,447,GET,/auth-user/api/arms/reqStatus/calendar,$.ajax,
SearchEngine,searchEngine,content-header,arms,일반 호출,arms/js/searchEngine.js,188,POST,/auth-user/search/engine/search/almIssue,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
SearchEngine,searchEngine,content-header,arms,일반 호출,arms/js/searchEngine.js,188,POST,/auth-user/search/engine/search/log,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
SearchEngine,searchEngine,content-header,arms,일반 호출,arms/js/searchEngine.js,188,POST,/auth-user/search/engine/search/wiki,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
SearchEngine,searchEngine,content-header,arms,일반 호출,arms/js/searchEngine.js,188,POST,/auth-user/search/engine/search/{searchSection},$.ajax,파라미터 → 같은 파일 호출부 인자 대입
SearchEngine,searchEngine,content-header,arms,일반 호출,arms/js/searchEngine.js,236,POST,/auth-user/search/engine/search/wiki/aggr-top5,$.ajax,
SearchEngine,searchEngine,content-header,arms,일반 호출,arms/js/searchEngine.js,339,POST,/auth-user/search/engine/search/almIssue/project-aggr-top5,$.ajax,
SearchEngine,searchEngine,content-header,arms,일반 호출,arms/js/searchEngine.js,401,POST,/auth-user/search/engine/search/log/aggr-top5,$.ajax,
공통 모듈,util,공통,arms,일반 호출,arms/js/util/authorize.js,2,GET,/auth-user/me,$.ajax,
Access Control,accessControl,네비게이션,backoffice,일반 호출,backoffice/js/accessControl.js,121,GET,/auth-admin/realms/master/access-control/groups,Event(ajax),$target.getUrl — $targets[2] (group)
Access Control,accessControl,네비게이션,backoffice,일반 호출,backoffice/js/accessControl.js,121,GET,/auth-admin/realms/master/access-control/users,Event(ajax),$target.getUrl — $targets[1] (user)
Access Control,accessControl,네비게이션,backoffice,일반 호출,backoffice/js/accessControl.js,121,GET,/auth-admin/realms/master/roles,Event(ajax),$target.getUrl — $targets[0] (role)
Access Control,accessControl,네비게이션,backoffice,일반 호출,backoffice/js/accessControl.js,167,PUT,/auth-admin/realms/master/groups/{id},$.ajax,$target.updateUrl+data[$target.key] — $targets[2] (key=id)
Access Control,accessControl,네비게이션,backoffice,일반 호출,backoffice/js/accessControl.js,167,PUT,/auth-admin/realms/master/role/{name},$.ajax,$target.updateUrl+data[$target.key] — $targets[0] (key=name)
Access Control,accessControl,네비게이션,backoffice,일반 호출,backoffice/js/accessControl.js,167,PUT,/auth-admin/realms/master/user/{id},$.ajax,$target.updateUrl+data[$target.key] — $targets[1] (key=id)
Audit Logging,auditLogging,네비게이션,backoffice,일반 호출,backoffice/js/auditLogging.js,193,POST,/auth-user/search/engine/search/almIssue,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Audit Logging,auditLogging,네비게이션,backoffice,일반 호출,backoffice/js/auditLogging.js,193,POST,/auth-user/search/engine/search/log,$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Audit Logging,auditLogging,네비게이션,backoffice,일반 호출,backoffice/js/auditLogging.js,193,POST,/auth-user/search/engine/search/{searchSection},$.ajax,파라미터 → 같은 파일 호출부 인자 대입
Audit Logging,auditLogging,네비게이션,backoffice,일반 호출,backoffice/js/auditLogging.js,235,POST,/auth-user/search/engine/search/log/aggr-top5,$.ajax,
Es Index Config,esIndexConfig,네비게이션,backoffice,일반 호출,backoffice/js/esIndexConfig.js,120,POST,/auth-admin/yml/schedule/es-index/alm-issue/merge,$.ajax,
Es Index Config,esIndexConfig,네비게이션,backoffice,일반 호출,backoffice/js/esIndexConfig.js,135,POST,/auth-admin/yml/schedule/es-index/fluentd/merge,$.ajax,
Es Index Config,esIndexConfig,네비게이션,backoffice,일반 호출,backoffice/js/esIndexConfig.js,235,GET,/auth-user/api/arms/backoffice/es-index/sum-list,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
Es Index Config,esIndexConfig,네비게이션,backoffice,일반 호출,backoffice/js/esIndexConfig.js,324,GET,/auth-user/api/arms/backoffice/es-index/index-status/histories,(ajax) via dataTable_extendBuild->dataTable_build(arg1),common.js:1799 dataTable_extendBuild->dataTable_build 경유
